,United Arab Emirates Dirham,Albanian Lek,Armenian Dram,Argentine Peso,Australian Dollar,Azerbaijani Manat,Bangladeshi Taka,Bulgarian Lev,Brazilian Real,Belarusian Ruble,Canadian Dollar,Chinese Yuan,Czech Republic Koruna,Danish Krone,Algerian Dinar,Egyptian Pound,Ethiopian Birr,Euro,British Pound Sterling,Georgian Lari,Ghanaian Cedi,Guatemalan Quetzal,Hong Kong Dollar,Honduran Lempira,Hungarian Forint,Indonesian Rupiah,Israeli New Sheqel,Indian Rupee,Jamaican Dollar,Jordanian Dinar,Japanese Yen,Kenyan Shilling,Kyrgystani Som,South Korean Won,Kazakhstani Tenge,Moroccan Dirham,Mongolian Tugrik,Mexican Peso,Malaysian Ringgit,Nigerian Naira,Norwegian Krone,Nepalese Rupee,New Zealand Dollar,Philippine Peso,Pakistani Rupee,Polish Zloty,Romanian Leu,Russian Ruble,Saudi Riyal,Swedish Krona,Singapore Dollar,Swazi Lilangeni,Thai Baht,Tunisian Dinar,Turkish Lira,Trinidad and Tobago Dollar,New Taiwan Dollar,Ukrainian Hryvnia,Ugandan Shilling,United States Dollar,Uruguayan Peso,Uzbekistan Som,Vietnamese Dong,South African Rand,Zimbabwean Dollar
2017-01-01,99.99999999999999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.00000000000001,100.0,100.00000000000001,100.0,100.0,100.0,100.00000000000001,100.0,100.0,100.0,99.99999999999999,100.0,100.0,100.0,100.0,100.0,100.00000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.99999999999999,100.0,100.0,100.00000000000001,100.0,100.0,100.0,100.0,100.0,100.00000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.99999999999999,100.0
2017-01-07,100.00332162958057,100.21560286982567,100.01498777717829,99.64640567152422,98.87563122204587,100.19703613254148,100.27422508271631,99.98115696250235,99.05495378012343,99.80866204864388,98.463998809878,99.61841404236324,99.94319233816839,99.90012252542799,99.99818835656765,99.26314336967022,100.71013255241091,99.96914857435878,100.52952523024715,103.22335599198155,100.15573770491805,100.44893141788555,99.99871061742085,99.39564727500998,99.40240603039015,98.96646702001779,100.02028455591126,100.27277367819282,100.07596782800186,100.07075281846181,100.14429053644797,101.2185842904423,99.97558567190568,99.62700484893696,99.39835355480889,99.99990125830492,100.31794698419083,102.43280135613638,99.70960766830139,99.26664606050649,98.85439078787991,100.33377364028325,99.74709179859789,99.99334628541352,100.06466488004772,98.84353895960334,99.17914150829647,97.31452401904323,100.00000000000001,99.55433281618302,99.33025082113653,99.51352486994254,99.79491535911181,99.78287978657305,103.37394322219451,100.17085093256134,98.7724910400671,100.81735818639636,100.78959770875451,100.0,97.97657753484815,100.64692748883427,98.88866951848196,99.817321916074,100.0
2017-01-14,100.00332162958057,100.27406034768093,100.36797515053831,99.85033477747145,96.20047612177174,100.26641505245045,100.0561711556079,99.03631322512045,98.98117773727247,99.39317227232767,97.55653079440641,99.35778363356229,98.8863509025983,98.89653508960663,99.73851916265839,104.41562025665793,100.49850591496076,98.9398902615843,101.29886809042434,102.2884606689074,99.91770491803278,99.85524966088009,99.98968493936678,100.75657219193164,98.27255866187954,98.81447687590277,99.34218225413429,100.31117480625832,99.66591634660215,100.04250818035331,98.00942665291932,101.44088739989401,100.38097273912508,97.39732272369348,99.30404374951695,98.89649243826226,100.34874201940977,103.66266879303087,99.47601426660724,102.03327493478729,98.43814775614378,100.20326641057021,97.35452746628874,100.51587875293814,100.11240565527675,98.5746501158612,97.92792416780284,97.29411666174359,100.00133313780645,97.91151333996228,98.5639948032655,98.16960022208268,98.87026758775738,100.956597682371,105.64577610908295,99.69813369085472,97.3612353577601,101.54033523178046,99.55317767696127,100.0,98.15896395758432,101.32910981612231,99.07688932762969,98.04332038819454,100.0
2017-01-21,100.00332162958057,99.70370008944384,100.55067098614268,99.60341551792042,95.47338046457942,104.02120219792417,99.57072457361281,98.4863657164392,97.4498255308741,98.42849526259238,99.07765545968462,99.01651619220414,98.36260475069119,98.39403362315164,99.12853881898964,103.98509728163378,100.00908121790124,98.42773553694643,99.78191661459503,100.48080546219121,100.89629976580797,99.20410500037231,100.02320888642474,101.00963341677092,98.38179992853372,99.37152693007411,98.63365311849041,100.1998533264087,99.28442598426867,100.04250818035331,98.09417064829596,101.45308946666641,100.38711135561557,97.43462223879978,98.73318500641177,98.87704032433093,100.0674270378977,104.20520058230457,99.13096299598753,101.75652671669378,97.43786752018973,99.66958981558417,96.8383004624389,100.79940002781728,99.58488345641304,97.66401323172123,97.46902158286727,97.26652591467449,99.99333431096774,97.60328895744671,98.42247905221726,98.49882498709465,98.84931635426749,99.24005752794929,106.88557930447658,99.16579659247306,97.17943604497383,100.25871700709988,98.72062728766015,100.0,97.83636498046646,101.2852999418928,99.04566560491389,98.66111038965276,100.02000230979645
2017-02-01,99.99681450277926,98.88353933683577,100.52870655373385,99.5289484048838,95.12949069398356,108.32547038907697,100.74689317125254,97.80909311152385,96.16081886798483,98.82129513561033,97.05675394227909,99.09111984678964,97.7415730919211,97.76335889532344,99.02554870150456,103.99337656961502,100.99393284766394,97.77490673498204,97.5345216366874,101.6166895262785,102.94672131147543,99.33811002827699,100.04888049357565,101.12783511218822,97.8015620480185,98.99427009516079,98.13304068093694,99.18957226902917,99.96489741094912,100.05663049940756,96.97580670931032,101.41869818550971,99.84519533203364,95.56550209291723,97.4306418155049,98.66862622851949,98.68245555200504,99.98160990998991,98.75548372715113,99.26664606050649,95.33936342434441,99.45602551870402,95.63781935386258,100.3981092152575,100.06466488004772,95.56053763428008,97.78158824675144,98.19285667721955,99.97600351948381,96.14953574595192,97.55053492953897,98.11350484991087,98.16351264469795,100.37397512046545,107.05683710449479,100.00461238194674,96.43375072812165,99.48159142990995,99.1741191387861,100.0,96.24065132810756,102.36990556693678,99.09758327081276,97.68323126914835,100.0
2017-02-07,100.00547252086635,99.49852447480146,100.42999436577414,98.79165025600629,94.66079930745923,104.08225564744407,100.35197152989481,98.50897736143638,95.88273757360705,97.52115350177448,98.12570663493007,99.1475513701096,98.57804380559057,98.54629864497295,99.37850485067527,101.0597488615979,99.69178141771027,98.60789522729499,98.82462193528627,100.45457970970804,103.22299765807963,98.45454335872193,100.03868147737457,101.11667851609053,98.44680018377034,98.79841287445988,97.48258258804928,99.10907940785566,99.61919100856466,100.0,96.20476475137589,101.22834594386022,100.28923155631438,94.74491276057854,96.49862651127367,99.16134728698307,99.35135857774554,99.52795390217437,98.90771288452966,102.03996084721375,96.39783315075537,98.92644787730582,95.11826095767813,100.3981092152575,100.07148417238143,96.42406519299644,97.44499939712662,97.10245076198542,99.99733372438709,97.5551158489637,97.92758811599046,97.83031451818943,97.8890514859802,99.2878092018649,106.16570639161009,99.70021000427127,95.6638306384718,99.20383564604026,98.7233840770287,100.0,97.11464952776825,102.81191590514521,99.10730868926181,97.49884103161607,100.0
2017-02-14,100.00321272369267,99.8735229597785,101.1289519385833,97.52816069318628,94.0629779252633,98.2127990231448,101.4845242988002,99.55261245255592,94.79634616542793,95.93570922736299,97.30065456709313,98.88709375494982,99.51094302237875,99.50691158918426,99.63922026866672,91.06940803090934,101.46819845144103,99.53743920531782,99.03122074830016,99.32517672238383,103.64103044496488,98.81052982201471,100.04845499732453,101.23519701431337,99.11126614371521,98.80582702783134,97.4449261304089,98.27795750674437,100.08563540601179,100.08487513751608,97.83249146257234,101.2185842904423,100.20666434731271,94.40838824650835,96.50534441438215,99.7699417246264,99.6919154378139,97.85844747095234,99.19714667855551,102.7227431410325,97.26190944904685,98.66811187836716,96.76764718334249,100.63289374566565,100.5287271760305,97.21813577572041,98.75133327768349,93.17966691242023,100.00000000000001,98.17737747311608,98.02961752089256,96.08774971934126,97.84599809790735,99.47946764921856,103.64470418733266,100.15453704143134,94.80988229018325,100.43244170785881,99.31747218595054,100.0,97.54370897117576,104.07035623219727,99.69076085115718,94.99657932023148,100.0
2017-02-21,100.00321272369267,99.90080311611095,100.65013401005704,98.23710122095312,93.98095512913,99.21185546983403,101.26556005375618,99.85598535626801,95.11603210871043,95.4076347963403,97.78525736387978,99.11800365746541,99.805876965504,99.80938916204838,99.88043153346557,86.91320546433006,100.84980800187445,99.88333317539089,98.89501124994135,98.99264473148749,106.50718969555035,97.83725106585271,100.07100629863389,100.92850193072044,99.35646344161036,99.10264029866427,96.28506562573955,98.55637157135178,99.55534554998097,100.15576917916844,97.30433949138661,101.12584858297203,99.81796524410404,94.67611587716026,95.53985066393993,99.95523051544943,99.67903385445435,96.55139957755887,99.36295140436916,102.39802506735167,96.7023639408123,98.429187142611,96.90187453282428,101.41669244695257,100.11240565527675,97.40241426329834,99.3021740541844,93.7582563065795,99.99733372438709,98.59334303461794,98.03127429066093,95.08954162857138,97.84365714675208,99.64023306640482,102.88445687926638,99.7204837217028,94.8792125365848,99.51464174608347,98.93014327966971,100.0,96.74407751894832,102.98402612533256,100.17140141274541,95.42084517996112,100.02000230979645
2017-03-01,99.99224045548797,99.76985992458128,100.46074080869758,97.36116581331231,94.18792382051652,97.96303491147248,100.8336633656126,99.72219979003472,94.9380293530938,96.25224864064076,99.33241594763463,99.10795282733595,99.89936828306273,99.86838708070145,99.85317445220431,89.42458948530425,100.73376774569424,99.93882362355785,100.63893739302677,93.89606915158183,110.16159250585481,97.5876047601596,100.09541431085724,100.80196489662234,99.33213088533068,98.95843501558927,95.28995212324689,98.39653953096384,99.55727906558295,100.05663049940756,97.69199333975746,100.29122721573962,99.93679059809557,94.53354884164283,93.60537373489419,99.95903207071011,99.50942635363846,95.83690355290746,99.16404369148462,102.03833797415523,97.55389910116055,98.0307429599462,97.5203336389423,101.50943489868862,99.96918332958967,97.12623554423699,99.55760687090162,95.09371376826766,99.98666862193545,99.54637722071274,97.48433317087786,94.88503467713916,97.83807015115477,100.58279636235658,103.60066970992573,99.53308160504957,94.8191263230368,99.82428941176651,98.97838709361928,100.0,96.40350660636174,104.54131238016448,99.95817337720742,94.48965851966908,100.0
2017-03-07,99.99452747913362,99.74794304698379,100.67132362606773,98.09531311539976,94.99639301688067,98.79558195038018,101.19337764127268,99.60860319254891,95.8627648839556,96.76765539022563,99.76011603689378,99.3919967745187,99.59552150099688,99.54480444624622,99.99475891555024,96.59445287705256,100.99306076598405,99.62062223008425,101.19229619823606,92.44615430991604,109.94220140515223,97.82090123349812,100.11314332132059,100.67907965702587,99.8710204359441,98.94369085948712,95.56886476702668,98.04354228215685,99.60758991495275,100.05663049940756,97.52022267960872,100.1545640678887,99.97859646897938,95.35330929586804,94.21719795258139,99.79207961266398,99.16109396857952,94.04542400500442,99.13062862238075,102.3763869762879,97.87575356837642,97.92337773903115,99.68539163640074,101.44796369500905,100.1710303724425,97.34646148256942,99.65100587105928,94.97355524848741,99.99186785938063,99.0365048651653,97.38651472247037,94.50753486482697,98.08669145523496,100.3005444299128,104.4017453768764,99.76012647714867,95.0779592429359,99.23663588749477,99.79668678406968,100.0,96.92189573282106,104.01715852777572,99.94989680816057,94.10993041836761,100.02000230979645
